Id,ComponentCode__c,ComponentDescription__c,Name,Status__c
a0yDO000000QRkLYAW,521,STATION DOOR OPERATOR,521,Active
a0yDO000000QRkMYAW,522,STATION PROXIMITY SWITCH,522,Active
a0yDO000000QRkNYAW,523,STATION CONTROLLER,523,Active
a0yDO000000QRkOYAW,524,STATION PASSENGER DISPLAYS,524,Active
a0yDO000000QRkPYAW,525,STATION CCTV,525,Active
a0yDO000000QRkQYAW,526,STATION PA,526,Active
a0yDO000000QRkRYAW,527,STATION WAYSIDE COMMUNICATION,527,Active
a0yDO000000QRkSYAW,528,STATION UPS,528,Active
a0yDO000000QRkTYAW,540,TURNING SHEAVE PUSHDOWN SHEAVE,540,Active
a0yDO000000QRkUYAW,541,TURNING SHEAVE BUFFER,541,Active
a0yDO000000QRkVYAW,542,TURNING SHEAVE,542,Active
a0yDO000000QRkWYAW,543,TURNING SHEAVE ROPE OILER,543,Active
a0yDO000000QRkXYAW,550,MAINTENANCE AREA CLOSURE DOOR,550,Active
a0yDO000000QRkYYAW,S47,MAIN MACHINE - DRUM,S47,Active
a0yDO000000QRkZYAW,S48,MAIN MACHINE - EXTERNAL GEARS,S48,Active
a0yDO000000QRkaYAG,S49,MAIN MACHINE - GEAR,S49,Active
a0yDO000000QRkbYAG,S50,MAIN MACHINE - GLAND PACKING,S50,Active
a0yDO000000QRkcYAG,S51,MAIN MACHINE - HEATER,S51,Active
a0yDO000000QRkdYAG,T41,ESCALATOR - IDLER SPROCKET,T41,Active
a0yDO000000QRkeYAG,T42,ESCALATOR - NEWEL,T42,Active
a0yDO000000QRkfYAG,T43,ESCALATOR - NEWEL BEARINGS,T43,Active
a0yDO000000QRkgYAG,T44,ESCALATOR - POLY V BELT,T44,Active
a0yDO000000QRkhYAG,T45,ESCALATOR - POLY V BELT PULLEY,T45,Active
a0yDO000000QRkiYAG,T46,ESCALATOR - ROLLERS,T46,Active
a0yDO000000QRkjYAG,T47,ESCALATOR - TACH GENERATOR,T47,Active
a0yDO000000QRkkYAG,T48,ESCALATOR - TENSION DEVICE,T48,Active
a0yDO000000QRklYAG,T49,ESCALATOR - TENSION SHEAVE,T49,Active
a0yDO000000QRkmYAG,T50,ESCALATOR - TENSION SHEAVE BEARINGS,T50,Active
a0yDO000000QRknYAG,T51,ESCALATOR - BEARINGS,T51,Active
a0yDO000000QRkoYAG,T52,ESCALATOR - CHAIN,T52,Active
a0yDO000000QRkpYAG,T53,ESCALATOR - DRIVE BELT,T53,Active
a0yDO000000QRkqYAG,A21,CAR CONTROLLER - DRIVE LOGIC UNIT,A21,Active
a0yDO000000QRkrYAG,A22,CAR CONTROLLER - OVERSPEED LIGHT,A22,Active
a0yDO000000QRksYAG,A23,CAR CONTROLLER - CONTROLLER WIRING,A23,Active
a0yDO000000QRtfYAG,E42,CAR - CPI,E42,Active
a0yDO000000QRtcYAG,E34,LOAD WEIGHING TRANSDUCER,E34,Active
a0yDO000000QRtdYAG,E40,CAR - CDI,E40,Active
a0yDO000000QRteYAG,E41,CAR - CEILING,E41,Active
a0yDO000000QRtgYAG,E43,CAR - FACE PLATE,E43,Active
a0yDO000000QRthYAG,E44,CAR - FLOOR,E44,Active
a0yDO000000QRtiYAG,E45,CAR - FLOOR COVERING,E45,Active
a0yDO000000QRtjYAG,E46,CAR - HANDRAIL,E46,Active
a0yDO000000QRtkYAG,E48,CAR - INTERCOM,E48,Active
a0yDO000000QRtlYAG,E49,CAR - KEYLESS ENTRY,E49,Active
a0yDO000000QRtmYAG,E50,CAR - LAMP,E50,Active
a0yDO000000QRtnYAG,E51,CAR - LANTERN,E51,Active
a0yDO000000QRtoYAG,E52,CAR - LIGHT FIXTURE,E52,Active
a0yDO000000QRtpYAG,E53,CAR - LOCK,E53,Active
a0yDO000000QRtqYAG,E54,CAR - PC BOARD,E54,Active
a0yDO000000QRtrYAG,E55,CAR - SERVICE CABINET,E55,Active
a0yDO000000QRtsYAG,E56,CAR - SILL,E56,Active
a0yDO000000QRttYAG,E57,CAR - TELEPHONE CABINET,E57,Active
a0yDO000000QRtuYAG,E58,CAR - ALARM BELL,E58,Active
a0yDO000000QRtvYAG,E59,CAR - BEARING,E59,Active
a0yDO000000QRtwYAG,E60,CAR - BLOWER,E60,Active
a0yDO000000QRtxYAG,E47,CAR - HANG-ON-PANELS,E47,Active
a0yDO000000QRtyYAG,E61,CAR - CAB CONTROLLER (E101),E61,Active
a0yDO000000QRtzYAG,E62,CAR - CAM,E62,Active
a0yDO000000QRu0YAG,E63,CAR - EMERGENCY CAR LIGHTING,E63,Active
a0yDO000000QRu1YAG,L35,SELECTOR - CLUTCH DEVICE,L35,Active
a0yDO000000QRu2YAG,L36,SELECTOR - COIL,L36,Active
a0yDO000000QRu3YAG,M12,GENERATOR - BRUSH RIGGING,M12,Active
a0yDO000000QRu4YAG,M13,GENERATOR - COUPLINGS,M13,Active
a0yDO000000QRu5YAG,M14,GENERATOR - EXCITER BRUSH,M14,Active
a0yDO000000QRu6YAG,P01,HYDRAULIC MACHINE - MOTOR/PUMP,P01,Active
a0yDO000000QRu7YAG,Y89,NOT EQUIPMENT RELATED - POWER FAILURE,Y89,Active
a0yDO000000QRu8YAG,Y90,NOT EQUIPMENT RELATED - CARD READER / SECURITY,Y90,Active
a0yDO000000QRu9YAG,Y91,NOT EQUIPMENT RELATED - INDEPENDENT SERVICE,Y91,Active
a0yDO000000QRuAYAW,Y92,NOT EQUIP RELATED-DR TRACK OBSTRUCTION/WIND EFFECT,Y92,Active
a0yDO000000QRuBYAW,Y93,NOT EQUIPMENT RELATED - STOP BUTTON,Y93,Active
a0yDO000000QRuCYAW,Y94,NOT EQUIPMENT RELATED - ON INSPECTION SERVICE,Y94,Active
a0yDO000000QRuDYAW,Y95,NOT EQUIPMENT RELATED- DOOR/GATE/KNOCKED OFF TRACK,Y95,Active
a0yDO000000QRuEYAW,Y96,NOT EQUIPMENT RELATED - POWER SPIKE/LOW AC/HEAT,Y96,Active
a0yDO000000QRuFYAW,Y97,NOT EQUIP RELATED-SES (FIREMAN'S SERVICE)ACTIVATED,Y97,Active
a0yDO000000QRuGYAW,Y98,NOT EQUIPMENT RELATED - CAR LIGHTING,Y98,Active
a0yDO000000QRuHYAW,Y99,NOT EQUIPMENT RELATED - SEE CALL DETAILS,Y99,Active
a0yDO000000QRuIYAW,Z01,CLEAN CAR TOP,Z01,Active
a0yDO000000QRuJYAW,Z02,CLEAN DOWN ESCALATOR/REPORT OF CONDITIONS,Z02,Active
a0yDO000000QRuKYAW,Z03,CLEAN HOISTWAY,Z03,Active
a0yDO000000QRzvYAG,T87,ESCALATOR - BRAKE,T87,Active
a0yDO000000QRzsYAG,196,AFT SLAVE VEHICLE FWD BLOWER MOTOR TEMPERATURE HIG,196,Active
a0yDO000000QRztYAG,197,AFT SLAVE VEHICLE FWD BLOWER OIL COOLING EQUIPMENT,197,Active
a0yDO000000QRzuYAG,W24,COUNTERWEIGHT GOVERNOR - SWITCHES,W24,Active
a0yDO000000QRzwYAG,T88,ESCALATOR - LOADED GAP TEST,T88,Active
a0yDO000000QRzxYAG,T89,ESCALATOR - SKIRT BRUSHES,T89,Active
a0yDO000000QRzyYAG,T90,ESCALATOR-CLEAN DOWN ESCALATOR/REPORT OF CONDITION,T90,Active
a0yDO000000QRzzYAG,T97,ESCALATOR - STEP LEVEL DEVICE,T97,Active
a0yDO000000QS00YAG,T98,TEST ESCL,T98,Active
a0yDO000000QS01YAG,T99,ESCALATOR - OTHER,T99,Active
a0yDO000000QS02YAG,V01,PIT - TAPE SHEAVE,V01,Active
a0yDO000000QS03YAG,V02,PIT - GOVERNOR SHEAVE,V02,Active
a0yDO000000QS04YAG,V03,PIT - COMPENSATING SHEAVE / GUIDE,V03,Active
a0yDO000000QS05YAG,V04,PIT - BUFFER SWITCH,V04,Active
a0yDO000000QS06YAG,V05,PIT - EMERGENCY SWITCH,V05,Active
a0yDO000000QS07YAG,V06,PIT - PIT SWITCH,V06,Active
a0yDO000000QS08YAG,V07,PIT - CAR BUFFER,V07,Active
a0yDO000000QS09YAG,V08,PIT - COUNTERWEIGHT BUFFER,V08,Active
a0yDO000000QS0AYAW,V09,PIT - SWITCHES,V09,Active
a0yDO000000QS0BYAW,V10,PIT - TAPE SHEAVE,V10,Active
a0yDO000000QS0CYAW,V11,PIT - BEARING,V11,Active
a0yDO000000QS0DYAW,V12,PIT - CAR BUFFER,V12,Active
a0yDO000000QS0EYAW,V13,PIT - COMPENSATION TIE-DOWN,V13,Active
a0yDO000000QS0FYAW,V14,PIT - CWT BUFFER,V14,Active
a0yDO000000QS0GYAW,V15,PIT - CYLINDER,V15,Active
a0yDO000000QS0HYAW,V16,PIT - CYLINDER SLEEVE,V16,Active
a0yDO000000QS0IYAW,V18,PIT - GUARDS,V18,Active
a0yDO000000QS0JYAW,V19,PIT - MONOMASS,V19,Active
a0yDO000000QS0KYAW,V20,PIT - PISTON,V20,Active
a0yDO000000QS0LYAW,V21,PIT - PLUNGER PACKING,V21,Active
a0yDO000000QS0MYAW,V22,PIT - PIT LADDER,V22,Active
a0yDO000000QS0NYAW,V23,PIT - OIL RETURN SYSTEM,V23,Active
a0yDO000000QS0OYAW,V24,PIT - EMPTY PIT CAN,V24,Active
a0yDO000000QS0PYAW,T01,ESCALATOR - HANDRAIL,T01,Active
a0yDO000000QS0QYAW,T02,ESCALATOR - HANDRAIL DRIVE CHAIN,T02,Active
a0yDO000000QS0RYAW,T03,ESCALATOR - COUNTERSHAFT CHAIN,T03,Active
a0yDO000000QS0SYAW,T04,ESCALATOR - COUNTERSHAFT BEARING,T04,Active
a0yDO000000QS0TYAW,T05,ESCALATOR - HANDRAIL BRUSH,T05,Active
a0yDO000000QS0UYAW,V17,PIT - GUIDES,V17,Active
a0yDO000000QS0VYAW,V25,PIT - CYLINDER / PACKING,V25,Active
a0yDO000000QRkwYAG,A27,CAR CONTROLLER - STO,A27,Active
a0yDO000000QRktYAG,A24,CAR CONTROLLER - TRANSISTOR,A24,Active
a0yDO000000QRkuYAG,A25,CAR CONTROLLER - CONDENSOR,A25,Active
a0yDO000000QRkvYAG,A26,CAR CONTROLLER - EARTHQUAKE DEVICE,A26,Active
a0yDO000000QRkxYAG,A28,CAR CONTROLLER - SWITCH,A28,Active
a0yDO000000QRkyYAG,A29,CAR CONTROLLER - TIMER,A29,Active
a0yDO000000QRkzYAG,A30,CAR CONTROLLER - WIRING CONNECTOR / PLUG,A30,Active
a0yDO000000QRl0YAG,A31,CAR CONTROLLER - RELAY CONTACT,A31,Active
a0yDO000000QRl1YAG,A32,CAR CONTROLLER - SECURITY / CARD READER,A32,Active
a0yDO000000QRl2YAG,A33,CAR CONTROLLER - SOFTWARE,A33,Active
a0yDO000000QRl3YAG,A40,CAR CONTROLLER - BLOWER,A40,Active
a0yDO000000QRl4YAG,A41,CAR CONTROLLER - CAPACITOR,A41,Active
a0yDO000000QRl5YAG,S52,MAIN MACHINE - HELICAL GEAR,S52,Active
a0yDO000000QRl6YAG,198,AFT SLAVE VEHICLE FWD BLOWER PRESSURE SWITCH CK1 F,198,Active
a0yDO000000QRl7YAG,199,AFT SLAVE VEHICLE FWD BLOWER PRESSURE SWITCH CK2 F,199,Active
a0yDO000000QRl8YAG,200,AFT SLAVE VEHICLE FWD BLOWER OIL PLUMBING FAULT EA,200,Active
a0yDO000000QRl9YAG,207,AFT SLAVE VEHICLE FWD BLOWER FAULT EAST LANE,207,Active
a0yDO000000QRlAYAW,208,MASTER VEHICLE FWD BLOWER MOTOR TEMPERATURE HIGH W,208,Active
a0yDO000000QRlBYAW,209,MASTER VEHICLE FWD BLOWER OIL COOLING EQUIPMENT FA,209,Active
a0yDO000000QRlCYAW,210,MASTER VEHICLE FWD BLOWER PRESSURE SWITCH CK1 FAUL,210,Active
a0yDO000000QRlDYAW,211,MASTER VEHICLE FWD BLOWER PRESSURE SWITCH CK2 FAUL,211,Active
a0yDO000000QRlEYAW,212,MASTER VEHICLE FWD BLOWER OIL PLUMBING FAULT WEST,212,Active
a0yDO000000QRlFYAW,213,MASTER VEHICLE AFT BLOWER MOTOR TEMPERATURE HIGH W,213,Active
a0yDO000000QRlGYAW,H07,GOVERNOR - CAR ON SAFETIES,H07,Active
a0yDO000000QRlHYAW,M16,GENERATOR - INTERPOLES,M16,Active
a0yDO000000QRlIYAW,M17,GENERATOR - ISOLATION,M17,Active
a0yDO000000QRlJYAW,M18,GENERATOR - MOTOR,M18,Active
a0yDO000000QRlKYAW,M19,GENERATOR - ROTATING ELEMENT,M19,Active
a0yDO000000QRlLYAW,M20,GENERATOR - WINDINGS,M20,Active
a0yDO000000QRlMYAW,P02,HYDRAULIC MACHINE - PUMP,P02,Active
a0yDO000000QRlNYAW,S13,MAIN MACHINE - FIELDS,S13,Active
a0yDO000000QRlOYAW,S14,MAIN MACHINE - GEAR CASE,S14,Active
a0yDO000000QRlPYAW,S15,MAIN MACHINE - HOSE,S15,Active
a0yDO000000QRlQYAW,S16,MAIN MACHINE - LOAD WEIGHING TRANSDUCER,S16,Active
a0yDO000000QRlRYAW,S17,MAIN MACHINE - MAIN BEARING,S17,Active
a0yDO000000QRlSYAW,S18,MAIN MACHINE - MOTOR,S18,Active
a0yDO000000QRlTYAW,S19,MAIN MACHINE - PUMP,S19,Active
a0yDO000000QRlUYAW,M15,GENERATOR - GROUND FAULT,M15,Active
a0yDO000000QRlVYAW,P03,HYDRAULIC MACHINE - BELT,P03,Active
a0yDO000000QRlWYAW,P04,HYDRAULIC MACHINE - VALVE,P04,Active
a0yDO000000QRlXYAW,P05,HYDRAULIC MACHINE - HOSE,P05,Active
a0yDO000000QRlYYAW,P06,HYDRAULIC MACHINE - ADDED OIL,P06,Active
a0yDO000000QRlZYAW,S20,MAIN MACHINE - ROTOR,S20,Active
a0yDO000000QRuOYAW,Z07,"PAINT CROSSHEAD,SLIDE STILES,SAFETY PLANK",Z07,Active
a0yDO000000QRuLYAW,Z04,CLEAN MACHINE ROOM,Z04,Active
a0yDO000000QRuMYAW,Z05,CLEAN PIT,Z05,Active
a0yDO000000QRuNYAW,Z06,PAINT CAR TOP,Z06,Active
a0yDO000000QRuPYAW,Z08,PAINT MACHINE ROOM EQUIPMENT,Z08,Active
a0yDO000000QRuQYAW,Z09,PAINT MACHINE ROOM FLOOR,Z09,Active
a0yDO000000QRuRYAW,Z10,PAINT PIT EQUIPMENT,Z10,Active
a0yDO000000QRuSYAW,Z11,PAINT PIT FLOOR,Z11,Active
a0yDO000000QRuTYAW,Z12,"PAINT RAILS, BRACKETS",Z12,Active
a0yDO000000QRuUYAW,Z13,FIREMAN'S SERVICE,Z13,Active
a0yDO000000QRuVYAW,Z14,FULL LOAD TEST - (NON-HYDRO),Z14,Active
a0yDO000000QRuWYAW,Z15,NO LOAD TEST - (NON-HYDRO),Z15,Active
a0yDO000000QRuXYAW,Z16,PRESSURE RELIEF VALVE TEST-(HDYRO SPECIFIC),Z16,Active
a0yDO000000QRuYYAW,Z17,OTHER CLEANING AND PAINTING,Z17,Active
a0yDO000000QRuZYAW,Z18,FULL LOAD LEAK DOWN TEST - (HYDRO SPECIFIC),Z18,Active
a0yDO000000QRuaYAG,Z19,NO LOAD LEAK DOWN TEST - (HYDRO SPECIFIC),Z19,Active
a0yDO000000QRubYAG,Z22,CONSULTANT SURVEY,Z22,Active
a0yDO000000QRucYAG,609,ELECTRICAL ROOM SUB-STATION,609,Active
a0yDO000000QRudYAG,610,ELECTRICAL ROOM GUIDEWAY CONTROL PANEL,610,Active
a0yDO000000QRueYAG,611,ELECTRICAL ROOM GUIDEWAY POWER ALLOW RELAY,611,Active
a0yDO000000QRufYAG,620,VEHICLE POWER DISTRIBUTION,620,Active
a0yDO000000QRugYAG,621,VEHICLE POWER COIL TERM BLOCK,621,Active
a0yDO000000QRuhYAG,622,VEHICLE MOTOR JUNCTION BOX,622,Active
a0yDO000000QRuiYAG,623,VEHICLE CONTROL POWER TRANSFORMER 6KVA,623,Active
a0yDO000000QRujYAG,624,VEHICLE CONTROL POWER TRANSFORMER 3KVA,624,Active
a0yDO000000QRukYAG,625,VEHICLE HVAC POWER TRANSFORMER 5KVA,625,Active
a0yDO000000QRulYAG,D17,CAR DOOR - ROLLER,D17,Active
a0yDO000000QRumYAG,D18,CAR DOOR - SILL,D18,Active
a0yDO000000QRunYAG,D19,CAR DOOR - SWITCHES/DOOR LIMITS,D19,Active
a0yDO000000QRuoYAG,D20,CAR DOOR - TRACK,D20,Active
a0yDO000000QRupYAG,D21,CAR DOOR - VANE / CLUTCH,D21,Active
a0yDO000000QRuqYAG,D30,CAR DOOR - ASTRAGAL,D30,Active
a0yDO000000QRurYAG,D31,CAR DOOR - CABLE,D31,Active
a0yDO000000QRusYAG,D32,CAR DOOR - DOOR PANEL,D32,Active
a0yDO000000QRutYAG,D33,CAR DOOR - ECCENTRIC,D33,Active
a0yDO000000QRuuYAG,D34,CAR DOOR - GUIDE,D34,Active
a0yDO000000QRuvYAG,Z20,SEALED PVC MONITORING AND EVACUATING,Z20,Active
a0yDO000000QRuwYAG,Z21,GOVERNMENT / LOCAL TESTS,Z21,Active
a0yDO000000QRuxYAG,D35,"CAR DOOR - ROLLER, HANGER",D35,Active
a0yDO000000QRuyYAG,D36,"CAR DOOR - ROLLER, UPTHRUST",D36,Active
a0yDO000000QRuzYAG,D37,CAR DOOR - TENITE SHIELD,D37,Active
a0yDO000000QRv0YAG,D38,CAR DOOR - VANE/SKATE,D38,Active
a0yDO000000QRv1YAG,D39,CAR DOOR - BELT,D39,Active
a0yDO000000QRv2YAG,D40,CAR DOOR - BRAKE,D40,Active
a0yDO000000QS0ZYAW,W04,COUNTERWEIGHT GOVERNOR - BEARINGS,W04,Active
a0yDO000000QS0WYAW,V26,PIT - RUPTURE VALVE,V26,Active
a0yDO000000QS0XYAW,V27,PIT - SHUTOFF VALVE,V27,Active
a0yDO000000QS0YYAW,V99,PIT - OTHER,V99,Active
a0yDO000000QS0aYAG,W05,COUNTERWEIGHT GOVERNOR - SHEAVE,W05,Active
a0yDO000000QS0bYAG,W18,COUNTERWEIGHT GOVERNOR - BUSHINGS,W18,Active
a0yDO000000QS0cYAG,W19,COUNTERWEIGHT GOVERNOR - CONTACTS,W19,Active
a0yDO000000QS0dYAG,W20,COUNTERWEIGHT GOVERNOR - GEARS,W20,Active
a0yDO000000QS0eYAG,W21,COUNTERWEIGHT GOVERNOR - JAWS,W21,Active
a0yDO000000QS0fYAG,W22,COUNTERWEIGHT GOVERNOR - REBUILD CWT GOVERNOR,W22,Active
a0yDO000000QS0gYAG,W23,COUNTERWEIGHT GOVERNOR - SHAFT,W23,Active
a0yDO000000QS0hYAG,W99,COUNTERWEIGHT GOVERNOR - OTHER,W99,Active
a0yDO000000QS0iYAG,C04,STARTER PANEL - OVERLOAD,C04,Active
a0yDO000000QS0jYAG,C05,STARTER PANEL - FUSE / BREAKER,C05,Active
a0yDO000000QS0kYAG,C06,STARTER PANEL - TRANSFORMER,C06,Active
a0yDO000000QS0lYAG,C07,STARTER PANEL - POWER SUPPLY,C07,Active
a0yDO000000QS0mYAG,C99,STARTER PANEL - OTHER,C99,Active
a0yDO000000QS0nYAG,D01,CAR DOOR - SAFETY SHOE/EDGE,D01,Active
a0yDO000000QS0oYAG,D02,CAR DOOR - LIGHT RAY,D02,Active
a0yDO000000QS0pYAG,D03,CAR DOOR - VANE BEHIND ROLLER,D03,Active
a0yDO000000QS0qYAG,D04,CAR DOOR - OPERATOR,D04,Active
a0yDO000000QS0rYAG,D05,CAR DOOR - HANGER,D05,Active
a0yDO000000QS0sYAG,D06,CAR DOOR - CHAIN / BELT,D06,Active
a0yDO000000QS0tYAG,D07,CAR DOOR - CAM,D07,Active
a0yDO000000QS0uYAG,D08,CAR DOOR - GIB,D08,Active
a0yDO000000QS0vYAG,D09,CAR DOOR - DOOR CONTROL BOX,D09,Active
a0yDO000000QS0wYAG,D10,CAR DOOR - DOOR/GATE,D10,Active
a0yDO000000QS0xYAG,D11,CAR DOOR - MOTOR / BRUSHES,D11,Active
a0yDO000000QS0yYAG,D12,CAR DOOR - DOOR SWITCH,D12,Active
a0yDO000000QS0zYAG,D13,CAR DOOR - DOOR OFF TRACK,D13,Active
a0yDO000000QS10YAG,D14,CAR DOOR - AIRCORD,D14,Active
a0yDO000000QS11YAG,X99,CAR IN SERVICE / CHECKED OPERATION,X99,Active
a0yDO000000QS12YAG,Y81,NOT EQUIP. RELATED-CUSTOMER TRAVEL TIME,Y81,Active
a0yDO000000QS13YAG,Y82,NOT EQUIP. RELATED - UNABLE TO GAIN ACCESS TO UNIT,Y82,Active
a0yDO000000QS14YAG,Y83,NOT EQUIP RELATED-CAR OVERLOADED / PEOPLE JUMPING,Y83,Active
a0yDO000000QS15YAG,Y84,NOT EQUIP RELATED-ALLOW CAR TOP-PIT ACCESS-RUN CAR,Y84,Active
a0yDO000000QS16YAG,Y85,NOT EQUIPMENT RELATED - STANDBY,Y85,Active
a0yDO000000QS17YAG,Y86,NOT EQUIPMENT RELATED - VANE BEHIND ROLLER,Y86,Active
a0yDO000000QS18YAG,Y87,NOT EQUIPMENT RELATED - KEYS IN PIT,Y87,Active
a0yDO000000QS19YAG,Y88,NOT EQUIPMENT RELATED - WATER IN PIT,Y88,Active
a0yDO000000QS1AYAW,D15,CAR DOOR - DETECTOR / LAMBDA / ETC.,D15,Active
a0yDO000000QS1BYAW,D16,CAR DOOR - GATE SWITCH,D16,Active
a0yDO000000QS1CYAW,L21,SELECTOR - DIGITAL POSITION SYSTEM,L21,Active
a0yDO000000QRbpYAG,065,MASTER VEHICLE TRAIN LINE SIGNAL LOSS EAST LANE,065,Active
a0yDO000000QRbqYAG,066,MASTER VEHICLE CROSS CHECK FAULT EAST LANE,066,Active
a0yDO000000QRbrYAG,067,MASTER VEHICLE BUMPER SWITCH ACTIVATED EAST LANE,067,Active
a0yDO000000QRbsYAG,068,MASTER VEHICLE LEFT # 1 EMERGENCY ACCESS DOOR OPEN,068,Active
a0yDO000000QRbtYAG,069,MASTER VEHICLE LEFT # 2 EMERGENCY ACCESS DOOR OPEN,069,Active
a0yDO000000QRbuYAG,070,MASTER VEHICLE LEFT # 3 EMERGENCY ACCESS DOOR OPEN,070,Active
a0yDO000000QRbvYAG,071,MASTER VEHICLE SAFE TO OPERATE SELF TEST EAST LANE,071,Active
a0yDO000000QRbwYAG,072,MASTER VEHICLE DOOR ENABLE SELF TEST EAST LANE,072,Active
a0yDO000000QRbxYAG,073,MASTER VEHICLE LEFT # 1 DOOR NOT LOCKED EAST LANE,073,Active
a0yDO000000QRbyYAG,074,MASTER VEHICLE LEFT # 2 DOOR NOT LOCKED EAST LANE,074,Active
a0yDO000000QRbzYAG,037,BYPASS FAULT WEST LANE,037,Active
a0yDO000000QRc0YAG,075,MASTER VEHICLE LEFT # 3 DOOR NOT LOCKED EAST LANE,075,Active
a0yDO000000QRc1YAG,076,MASTER VEHICLE RIGHT # 1 DOOR NOT LOCKED EAST LANE,076,Active
a0yDO000000QRc2YAG,034,CROSSCHECK FAULT WEST LANE,034,Active
a0yDO000000QRc3YAG,077,MASTER VEHICLE RIGHT # 2 DOOR NOT LOCKED EAST LANE,077,Active
a0yDO000000QRc4YAG,078,MASTER VEHICLE RIGHT # 3 DOOR NOT LOCKED EAST LANE,078,Active
a0yDO000000QRc5YAG,079,MASTER VEHICLE AFT E-STOP PUSHBUTTON ACTIVATED EAS,079,Active
a0yDO000000QRc6YAG,080,MASTER VEHICLE FWD E-STOP PUSHBUTTON ACTIVATED EAS,080,Active
a0yDO000000QRc7YAG,081,MASTER VEHICLE PHASE LOSS EAST LANE,081,Active
a0yDO000000QRc8YAG,082,FWD SLAVE VEHICLE SUSPENSION LOSS EAST LANE,082,Active
a0yDO000000QRc9YAG,083,FWD SLAVE VEHICLE TRAIN LINE SIGNAL LOSS EAST LANE,083,Active
a0yDO000000QRcAYAW,084,FWD SLAVE VEHICLE CROSS CHECK FAULT EAST LANE,084,Active
a0yDO000000QRcBYAW,085,FWD SLAVE VEHICLE BUMPER SWITCH ACTIVATED EAST LAN,085,Active
a0yDO000000QRcCYAW,087,FWD SLAVE VEHICLE LEFT # 2 EMERGENCY ACCESS DOOR O,087,Active
a0yDO000000QRcDYAW,088,FWD SLAVE VEHICLE LEFT # 3 EMERGENCY ACCESS DOOR O,088,Active
a0yDO000000QRcEYAW,089,FWD SLAVE VEHICLE SAFE TO OPERATE SELF TEST EAST L,089,Active
a0yDO000000QRldYAG,P07,HYDRAULIC MACHINE - REM OIL SENSOR,P07,Active
a0yDO000000QRlaYAG,S44,MAIN MACHINE - CABLE LINER,S44,Active
a0yDO000000QRlbYAG,S45,MAIN MACHINE - COMMUTATOR,S45,Active
a0yDO000000QRlcYAG,S46,MAIN MACHINE - COUPLING,S46,Active
a0yDO000000QRleYAG,P08,HYDRAULIC MACHINE - PIPING / FITTINGS,P08,Active
a0yDO000000QRlfYAG,P09,HYDRAULIC MACHINE - OIL / TANK / HEATER,P09,Active
a0yDO000000QRlgYAG,P99,HYDRAULIC MACHINE - OTHER,P99,Active
a0yDO000000QRlhYAG,S21,MAIN MACHINE - SEAL,S21,Active
a0yDO000000QRliYAG,S22,MAIN MACHINE - STATOR,S22,Active
a0yDO000000QRljYAG,E64,CAR - INDUCTORS,E64,Active
a0yDO000000QRlkYAG,E65,CAR - ISOLATION,E65,Active
a0yDO000000QRllYAG,R02,GEAR CASE - MAIN BEARING,R02,Active
a0yDO000000QRlmYAG,R03,GEAR CASE - THRUST BEARING,R03,Active
a0yDO000000QRlnYAG,R01,GEAR CASE - SEALS,R01,Active
a0yDO000000QRloYAG,S23,MAIN MACHINE - THRUST BEARING,S23,Active
a0yDO000000QRlpYAG,S24,MAIN MACHINE - VALVE,S24,Active
a0yDO000000QRlqYAG,S25,MAIN MACHINE - BRAKE SWITCH,S25,Active
a0yDO000000QRlrYAG,S26,MAIN MACHINE - FAN / BLOWER,S26,Active
a0yDO000000QRlsYAG,E66,CAR - LIGHT,E66,Active
a0yDO000000QRltYAG,E67,CAR - LOAD WEIGHING,E67,Active
a0yDO000000QRluYAG,E68,CAR - PC BOARD,E68,Active
a0yDO000000QRlvYAG,E71,CAR - SHEAVE,E71,Active
a0yDO000000QRlwYAG,E72,CAR - STEADYING DEVICE,E72,Active
a0yDO000000QRlxYAG,E73,CAR - TERMINAL MOTION SWITCH,E73,Active
a0yDO000000QRlyYAG,E74,CAR - CAR FRAME / SAFETIES,E74,Active
a0yDO000000QRlzYAG,E99,CAR - OTHER,E99,Active
a0yDO000000QRm0YAG,F01,HOISTWAY DOORS - INTERLOCK/ELECTRICAL,F01,Active
a0yDO000000QRm1YAG,F02,HOISTWAY DOORS - DOOR LOCK/BELL CRANK/MECHANICAL,F02,Active
a0yDO000000QRm2YAG,F03,HOISTWAY DOORS - CHECK,F03,Active
a0yDO000000QRm3YAG,F04,HOISTWAY DOORS - CLOSER/WEIGHTED,F04,Active
a0yDO000000QRm4YAG,F05,HOISTWAY DOORS - HANGER,F05,Active
a0yDO000000QRm5YAG,F06,HOISTWAY DOORS - GIB,F06,Active
a0yDO000000QRm6YAG,F07,HOISTWAY DOORS - FREIGHT OPERATOR/MOTOR,F07,Active
a0yDO000000QRm7YAG,F08,HOISTWAY DOORS - MOTOR,F08,Active
a0yDO000000QRm8YAG,F09,HOISTWAY DOORS - RETIRING CAM,F09,Active
a0yDO000000QRm9YAG,F10,HOISTWAY DOORS - CHAIN,F10,Active
a0yDO000000QRmAYAW,F11,HOISTWAY DOORS - DOOR OFF TRACK,F11,Active
a0yDO000000QRmBYAW,F12,HOISTWAY DOORS - DOOR/HARDWARE/ FASCIA,F12,Active
