Id,DayOfWeek__c,DayOrder,EndTime__c,Name,Office__c,OfficeCode__c,PrimaryGroup__c,Route__c,SecondaryGroup__c,Sequence__c,ShiftPatternId,ShiftTemplateId,StartTime__c,TertiaryGroup__c,Type__c,WeekOfMonth__c,PrimaryGroup__r.Name,SecondaryGroup__r.Name,ShiftPattern.Name,ShiftTemplate.Name,TertiaryGroup__r.Name
1w2DO0000004Hf8YAE,1,1,08:00:00.000Z,SPE-0434,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000GnlrYAC,"<a href=""/0HhDO000000L0KP"" target=""_self"">CDH02</a>",1crDO000000GnlzYAC,6,1w1DO0000004CdSYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Temporary,5,WeekNight Overtime Coverage,Mechanic2 OTIS-C333333,CDH02- Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004Hf9YAE,3,1,08:00:00.000Z,SPE-0435,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000GnlrYAC,"<a href=""/0HhDO000000L0KP"" target=""_self"">CDH02</a>",1crDO000000GnlzYAC,17,1w1DO0000004CdSYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Temporary,4,WeekNight Overtime Coverage,Mechanic2 OTIS-C333333,CDH02- Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HfAYAU,4,1,08:00:00.000Z,SPE-0436,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000GnlrYAC,"<a href=""/0HhDO000000L0KP"" target=""_self"">CDH02</a>",1crDO000000GnlzYAC,23,1w1DO0000004CdSYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Temporary,4,WeekNight Overtime Coverage,Mechanic2 OTIS-C333333,CDH02- Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HfBYAU,7,1,08:00:00.000Z,SPE-0437,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000H5sWYAS,"<a href=""/0HhDO000000L0KP"" target=""_self"">CDH02</a>",1crDO000000GnlzYAC,36,1w1DO0000004CdSYAU,0iJDO0000004DBb2AM,08:00:00.000Z,1crDO000000H4mnYAC,Temporary,1,Weekend Fri-Sat-Sun,Mechanic2 OTIS-C333333,CDH02- Base Day,08:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HfCYAU,6,1,08:00:00.000Z,SPE-0438,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000H5sWYAS,"<a href=""/0HhDO000000L0KP"" target=""_self"">CDH02</a>",1crDO000000GnlzYAC,32,1w1DO0000004CdSYAU,0iJDO0000004DBb2AM,08:00:00.000Z,1crDO000000H4mnYAC,Temporary,2,Weekend Fri-Sat-Sun,Mechanic2 OTIS-C333333,CDH02- Base Day,08:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HfDYAU,6,1,08:00:00.000Z,SPE-0439,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000H5sWYAS,"<a href=""/0HhDO000000L0KP"" target=""_self"">CDH02</a>",1crDO000000GnlzYAC,33,1w1DO0000004CdSYAU,0iJDO0000004DBb2AM,08:00:00.000Z,1crDO000000H4mnYAC,Temporary,3,Weekend Fri-Sat-Sun,Mechanic2 OTIS-C333333,CDH02- Base Day,08:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HfEYAU,6,1,08:00:00.000Z,SPE-0440,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000H5sWYAS,"<a href=""/0HhDO000000L0KP"" target=""_self"">CDH02</a>",1crDO000000GnlzYAC,35,1w1DO0000004CdSYAU,0iJDO0000004DBb2AM,08:00:00.000Z,1crDO000000H4mnYAC,Temporary,5,Weekend Fri-Sat-Sun,Mechanic2 OTIS-C333333,CDH02- Base Day,08:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HfFYAU,7,1,08:00:00.000Z,SPE-0441,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000H5sWYAS,"<a href=""/0HhDO000000L0KP"" target=""_self"">CDH02</a>",1crDO000000GnlzYAC,37,1w1DO0000004CdSYAU,0iJDO0000004DBb2AM,08:00:00.000Z,1crDO000000H4mnYAC,Temporary,2,Weekend Fri-Sat-Sun,Mechanic2 OTIS-C333333,CDH02- Base Day,08:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HfGYAU,7,1,08:00:00.000Z,SPE-0442,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000H5sWYAS,"<a href=""/0HhDO000000L0KP"" target=""_self"">CDH02</a>",1crDO000000GnlzYAC,40,1w1DO0000004CdSYAU,0iJDO0000004DBb2AM,08:00:00.000Z,1crDO000000H4mnYAC,Temporary,5,Weekend Fri-Sat-Sun,Mechanic2 OTIS-C333333,CDH02- Base Day,08:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HfHYAU,4,1,16:00:00.000Z,SPE-0443,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000Gnm0YAC,"<a href=""/0HhDO000000L0KP"" target=""_self"">CDH02</a>",1crDO000000GnlzYAC,19,1w1DO0000004CdSYAU,0iJDO0000004DBa2AM,08:00:00.000Z,1crDO000000H4mnYAC,Permanent,,Mechanic1 OTIS-N004111,Mechanic2 OTIS-C333333,CDH02- Base Day,08:00 to 16:00,Mechanic3 OTIS-C006847
1w2DO0000004HfIYAU,7,1,08:00:00.000Z,SPE-0444,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000H5sWYAS,"<a href=""/0HhDO000000L0KP"" target=""_self"">CDH02</a>",1crDO000000GnlzYAC,39,1w1DO0000004CdSYAU,0iJDO0000004DBb2AM,08:00:00.000Z,1crDO000000H4mnYAC,Temporary,4,Weekend Fri-Sat-Sun,Mechanic2 OTIS-C333333,CDH02- Base Day,08:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HfJYAU,6,1,08:00:00.000Z,SPE-0445,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000H5sWYAS,"<a href=""/0HhDO000000L0KP"" target=""_self"">CDH02</a>",1crDO000000GnlzYAC,31,1w1DO0000004CdSYAU,0iJDO0000004DBb2AM,08:00:00.000Z,1crDO000000H4mnYAC,Temporary,1,Weekend Fri-Sat-Sun,Mechanic2 OTIS-C333333,CDH02- Base Day,08:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HfKYAU,7,1,08:00:00.000Z,SPE-0446,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000H5sWYAS,"<a href=""/0HhDO000000L0KP"" target=""_self"">CDH02</a>",1crDO000000GnlzYAC,38,1w1DO0000004CdSYAU,0iJDO0000004DBb2AM,08:00:00.000Z,1crDO000000H4mnYAC,Temporary,3,Weekend Fri-Sat-Sun,Mechanic2 OTIS-C333333,CDH02- Base Day,08:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HfLYAU,1,1,16:00:00.000Z,SPE-0447,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000Gnm0YAC,"<a href=""/0HhDO000000L0KP"" target=""_self"">CDH02</a>",1crDO000000GnlzYAC,1,1w1DO0000004CdSYAU,0iJDO0000004DBa2AM,08:00:00.000Z,1crDO000000H4mnYAC,Permanent,,Mechanic1 OTIS-N004111,Mechanic2 OTIS-C333333,CDH02- Base Day,08:00 to 16:00,Mechanic3 OTIS-C006847
1w2DO0000004HfMYAU,3,1,08:00:00.000Z,SPE-0448,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000GnlrYAC,"<a href=""/0HhDO000000L0KP"" target=""_self"">CDH02</a>",1crDO000000GnlzYAC,16,1w1DO0000004CdSYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Temporary,3,WeekNight Overtime Coverage,Mechanic2 OTIS-C333333,CDH02- Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HfNYAU,3,1,08:00:00.000Z,SPE-0449,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000GnlrYAC,"<a href=""/0HhDO000000L0KP"" target=""_self"">CDH02</a>",1crDO000000GnlzYAC,15,1w1DO0000004CdSYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Temporary,2,WeekNight Overtime Coverage,Mechanic2 OTIS-C333333,CDH02- Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HfOYAU,1,1,08:00:00.000Z,SPE-0450,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000GnlrYAC,"<a href=""/0HhDO000000L0KP"" target=""_self"">CDH02</a>",1crDO000000GnlzYAC,5,1w1DO0000004CdSYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Temporary,4,WeekNight Overtime Coverage,Mechanic2 OTIS-C333333,CDH02- Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HfPYAU,4,1,08:00:00.000Z,SPE-0451,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000GnlrYAC,"<a href=""/0HhDO000000L0KP"" target=""_self"">CDH02</a>",1crDO000000GnlzYAC,22,1w1DO0000004CdSYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Temporary,3,WeekNight Overtime Coverage,Mechanic2 OTIS-C333333,CDH02- Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HfQYAU,2,1,08:00:00.000Z,SPE-0452,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000GnlrYAC,"<a href=""/0HhDO000000L0KP"" target=""_self"">CDH02</a>",1crDO000000GnlzYAC,8,1w1DO0000004CdSYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Temporary,1,WeekNight Overtime Coverage,Mechanic2 OTIS-C333333,CDH02- Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HfRYAU,2,1,08:00:00.000Z,SPE-0453,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000GnlrYAC,"<a href=""/0HhDO000000L0KP"" target=""_self"">CDH02</a>",1crDO000000GnlzYAC,10,1w1DO0000004CdSYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Temporary,3,WeekNight Overtime Coverage,Mechanic2 OTIS-C333333,CDH02- Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HfSYAU,3,1,08:00:00.000Z,SPE-0454,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000GnlrYAC,"<a href=""/0HhDO000000L0KP"" target=""_self"">CDH02</a>",1crDO000000GnlzYAC,18,1w1DO0000004CdSYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Temporary,5,WeekNight Overtime Coverage,Mechanic2 OTIS-C333333,CDH02- Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HfTYAU,5,1,08:00:00.000Z,SPE-0455,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000H5sWYAS,"<a href=""/0HhDO000000L0KP"" target=""_self"">CDH02</a>",1crDO000000GnlzYAC,26,1w1DO0000004CdSYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Temporary,1,Weekend Fri-Sat-Sun,Mechanic2 OTIS-C333333,CDH02- Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HfUYAU,1,1,08:00:00.000Z,SPE-0456,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000GnlrYAC,"<a href=""/0HhDO000000L0KP"" target=""_self"">CDH02</a>",1crDO000000GnlzYAC,3,1w1DO0000004CdSYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Temporary,2,WeekNight Overtime Coverage,Mechanic2 OTIS-C333333,CDH02- Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HfVYAU,1,1,08:00:00.000Z,SPE-0457,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000Gnm0YAC,"<a href=""/0HhDO000000L0KN"" target=""_self"">CDH01</a>",1crDO000000GnlzYAC,4,1w1DO0000004CdTYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Permanent,3,Mechanic1 OTIS-N004111,Mechanic2 OTIS-C333333,CDH01 Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HfWYAU,1,1,08:00:00.000Z,SPE-0458,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000Gnm0YAC,"<a href=""/0HhDO000000L0KN"" target=""_self"">CDH01</a>",1crDO000000GnlzYAC,6,1w1DO0000004CdTYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Permanent,5,Mechanic1 OTIS-N004111,Mechanic2 OTIS-C333333,CDH01 Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HfXYAU,3,1,08:00:00.000Z,SPE-0459,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000Gnm0YAC,"<a href=""/0HhDO000000L0KN"" target=""_self"">CDH01</a>",1crDO000000GnlzYAC,17,1w1DO0000004CdTYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Permanent,4,Mechanic1 OTIS-N004111,Mechanic2 OTIS-C333333,CDH01 Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HfYYAU,4,1,08:00:00.000Z,SPE-0460,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000Gnm0YAC,"<a href=""/0HhDO000000L0KN"" target=""_self"">CDH01</a>",1crDO000000GnlzYAC,23,1w1DO0000004CdTYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Permanent,4,Mechanic1 OTIS-N004111,Mechanic2 OTIS-C333333,CDH01 Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HfZYAU,7,1,08:00:00.000Z,SPE-0461,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000Gnm0YAC,"<a href=""/0HhDO000000L0KN"" target=""_self"">CDH01</a>",1crDO000000GnlzYAC,36,1w1DO0000004CdTYAU,0iJDO0000004DBb2AM,08:00:00.000Z,1crDO000000H4mnYAC,Permanent,1,Mechanic1 OTIS-N004111,Mechanic2 OTIS-C333333,CDH01 Base Day,08:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HfaYAE,6,1,08:00:00.000Z,SPE-0462,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000Gnm0YAC,"<a href=""/0HhDO000000L0KN"" target=""_self"">CDH01</a>",1crDO000000GnlzYAC,32,1w1DO0000004CdTYAU,0iJDO0000004DBb2AM,08:00:00.000Z,1crDO000000H4mnYAC,Permanent,2,Mechanic1 OTIS-N004111,Mechanic2 OTIS-C333333,CDH01 Base Day,08:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HfbYAE,6,1,08:00:00.000Z,SPE-0463,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000Gnm0YAC,"<a href=""/0HhDO000000L0KN"" target=""_self"">CDH01</a>",1crDO000000GnlzYAC,33,1w1DO0000004CdTYAU,0iJDO0000004DBb2AM,08:00:00.000Z,1crDO000000H4mnYAC,Permanent,3,Mechanic1 OTIS-N004111,Mechanic2 OTIS-C333333,CDH01 Base Day,08:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HfcYAE,6,1,08:00:00.000Z,SPE-0464,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000Gnm0YAC,"<a href=""/0HhDO000000L0KN"" target=""_self"">CDH01</a>",1crDO000000GnlzYAC,35,1w1DO0000004CdTYAU,0iJDO0000004DBb2AM,08:00:00.000Z,1crDO000000H4mnYAC,Permanent,5,Mechanic1 OTIS-N004111,Mechanic2 OTIS-C333333,CDH01 Base Day,08:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HfdYAE,7,1,08:00:00.000Z,SPE-0465,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000Gnm0YAC,"<a href=""/0HhDO000000L0KN"" target=""_self"">CDH01</a>",1crDO000000GnlzYAC,37,1w1DO0000004CdTYAU,0iJDO0000004DBb2AM,08:00:00.000Z,1crDO000000H4mnYAC,Permanent,2,Mechanic1 OTIS-N004111,Mechanic2 OTIS-C333333,CDH01 Base Day,08:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HfeYAE,7,1,08:00:00.000Z,SPE-0466,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000Gnm0YAC,"<a href=""/0HhDO000000L0KN"" target=""_self"">CDH01</a>",1crDO000000GnlzYAC,40,1w1DO0000004CdTYAU,0iJDO0000004DBb2AM,08:00:00.000Z,1crDO000000H4mnYAC,Permanent,5,Mechanic1 OTIS-N004111,Mechanic2 OTIS-C333333,CDH01 Base Day,08:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HffYAE,4,1,16:00:00.000Z,SPE-0467,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000Gnm0YAC,"<a href=""/0HhDO000000L0KN"" target=""_self"">CDH01</a>",1crDO000000GnlzYAC,19,1w1DO0000004CdTYAU,0iJDO0000004DBa2AM,08:00:00.000Z,1crDO000000H4mnYAC,Permanent,,Mechanic1 OTIS-N004111,Mechanic2 OTIS-C333333,CDH01 Base Day,08:00 to 16:00,Mechanic3 OTIS-C006847
1w2DO0000004HfgYAE,7,1,08:00:00.000Z,SPE-0468,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000Gnm0YAC,"<a href=""/0HhDO000000L0KN"" target=""_self"">CDH01</a>",1crDO000000GnlzYAC,39,1w1DO0000004CdTYAU,0iJDO0000004DBb2AM,08:00:00.000Z,1crDO000000H4mnYAC,Permanent,4,Mechanic1 OTIS-N004111,Mechanic2 OTIS-C333333,CDH01 Base Day,08:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HfhYAE,6,1,08:00:00.000Z,SPE-0469,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000Gnm0YAC,"<a href=""/0HhDO000000L0KN"" target=""_self"">CDH01</a>",1crDO000000GnlzYAC,31,1w1DO0000004CdTYAU,0iJDO0000004DBb2AM,08:00:00.000Z,1crDO000000H4mnYAC,Permanent,1,Mechanic1 OTIS-N004111,Mechanic2 OTIS-C333333,CDH01 Base Day,08:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004MIpYAM,1,1,08:00:00.000Z,SPE-0481,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000GnlrYAC,"<a href=""/0HhDO000000LJkk"" target=""_self"">CDH03</a>",1crDO000000GnlzYAC,2,1w1DO0000004MgMYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Temporary,1,WeekNight Overtime Coverage,Mechanic2 OTIS-C333333,CDH03- Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004MIqYAM,4,1,08:00:00.000Z,SPE-0482,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000GnlrYAC,"<a href=""/0HhDO000000LJkk"" target=""_self"">CDH03</a>",1crDO000000GnlzYAC,24,1w1DO0000004MgMYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Temporary,5,WeekNight Overtime Coverage,Mechanic2 OTIS-C333333,CDH03- Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004MIrYAM,4,1,08:00:00.000Z,SPE-0483,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000GnlrYAC,"<a href=""/0HhDO000000LJkk"" target=""_self"">CDH03</a>",1crDO000000GnlzYAC,20,1w1DO0000004MgMYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Temporary,1,WeekNight Overtime Coverage,Mechanic2 OTIS-C333333,CDH03- Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004MIsYAM,3,1,08:00:00.000Z,SPE-0484,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000GnlrYAC,"<a href=""/0HhDO000000LJkk"" target=""_self"">CDH03</a>",1crDO000000GnlzYAC,14,1w1DO0000004MgMYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Temporary,1,WeekNight Overtime Coverage,Mechanic2 OTIS-C333333,CDH03- Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004MItYAM,2,1,08:00:00.000Z,SPE-0485,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000GnlrYAC,"<a href=""/0HhDO000000LJkk"" target=""_self"">CDH03</a>",1crDO000000GnlzYAC,11,1w1DO0000004MgMYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Temporary,4,WeekNight Overtime Coverage,Mechanic2 OTIS-C333333,CDH03- Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004MIuYAM,5,1,08:00:00.000Z,SPE-0486,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000H5sWYAS,"<a href=""/0HhDO000000LJkk"" target=""_self"">CDH03</a>",1crDO000000GnlzYAC,27,1w1DO0000004MgMYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Temporary,2,Weekend Fri-Sat-Sun,Mechanic2 OTIS-C333333,CDH03- Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004MIvYAM,5,1,08:00:00.000Z,SPE-0487,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000H5sWYAS,"<a href=""/0HhDO000000LJkk"" target=""_self"">CDH03</a>",1crDO000000GnlzYAC,30,1w1DO0000004MgMYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Temporary,5,Weekend Fri-Sat-Sun,Mechanic2 OTIS-C333333,CDH03- Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004MIwYAM,5,1,08:00:00.000Z,SPE-0488,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000H5sWYAS,"<a href=""/0HhDO000000LJkk"" target=""_self"">CDH03</a>",1crDO000000GnlzYAC,28,1w1DO0000004MgMYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Temporary,3,Weekend Fri-Sat-Sun,Mechanic2 OTIS-C333333,CDH03- Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004MIxYAM,5,1,08:00:00.000Z,SPE-0489,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000H5sWYAS,"<a href=""/0HhDO000000LJkk"" target=""_self"">CDH03</a>",1crDO000000GnlzYAC,29,1w1DO0000004MgMYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Temporary,4,Weekend Fri-Sat-Sun,Mechanic2 OTIS-C333333,CDH03- Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
